###################################################
# Classe 27 : K = 6, M = 2, T = 12, N = 20
# Exemplo: 7.   c27ex07.dat          Semente: 3006
#-----------------------Dados----------------------
global K = 6
global M = 2
global T = 12
global N = 20

global L = [540, 460]

global l = [52, 64, 69, 71, 75, 83, 92, 97, 99, 100, 102, 105, 112, 118, 120, 124, 127, 138, 139, 142]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0]

global f = [46.44 39.56; 46.44 39.56; 46.44 39.56; 46.44 39.56; 46.44 39.56; 46.44 39.56]

global c_km = [23.76 19.32; 42.12 32.2; 41.04 25.76; 21.6 34.04; 25.92 39.56; 36.72 25.76]

global p_km = [3.255 2.647; 5.77 4.411; 5.622 3.529; 2.959 4.663; 3.551 5.42; 5.031 3.529]

global c_x = [
1 1 1 26.568;
1 1 2 26.568;
1 1 3 26.568;
1 1 4 26.568;
1 1 5 26.568;
1 1 6 26.568;
1 1 7 26.568;
1 1 8 26.568;
1 1 9 26.568;
1 1 10 26.568;
1 1 11 26.568;
1 1 12 26.568;
1 2 1 17.02;
1 2 2 17.02;
1 2 3 17.02;
1 2 4 17.02;
1 2 5 17.02;
1 2 6 17.02;
1 2 7 17.02;
1 2 8 17.02;
1 2 9 17.02;
1 2 10 17.02;
1 2 11 17.02;
1 2 12 17.02;
2 1 1 21.6;
2 1 2 21.6;
2 1 3 21.6;
2 1 4 21.6;
2 1 5 21.6;
2 1 6 21.6;
2 1 7 21.6;
2 1 8 21.6;
2 1 9 21.6;
2 1 10 21.6;
2 1 11 21.6;
2 1 12 21.6;
2 2 1 16.652;
2 2 2 16.652;
2 2 3 16.652;
2 2 4 16.652;
2 2 5 16.652;
2 2 6 16.652;
2 2 7 16.652;
2 2 8 16.652;
2 2 9 16.652;
2 2 10 16.652;
2 2 11 16.652;
2 2 12 16.652;
3 1 1 26.136;
3 1 2 26.136;
3 1 3 26.136;
3 1 4 26.136;
3 1 5 26.136;
3 1 6 26.136;
3 1 7 26.136;
3 1 8 26.136;
3 1 9 26.136;
3 1 10 26.136;
3 1 11 26.136;
3 1 12 26.136;
3 2 1 20.516;
3 2 2 20.516;
3 2 3 20.516;
3 2 4 20.516;
3 2 5 20.516;
3 2 6 20.516;
3 2 7 20.516;
3 2 8 20.516;
3 2 9 20.516;
3 2 10 20.516;
3 2 11 20.516;
3 2 12 20.516;
4 1 1 25.704;
4 1 2 25.704;
4 1 3 25.704;
4 1 4 25.704;
4 1 5 25.704;
4 1 6 25.704;
4 1 7 25.704;
4 1 8 25.704;
4 1 9 25.704;
4 1 10 25.704;
4 1 11 25.704;
4 1 12 25.704;
4 2 1 19.227;
4 2 2 19.227;
4 2 3 19.227;
4 2 4 19.227;
4 2 5 19.227;
4 2 6 19.227;
4 2 7 19.227;
4 2 8 19.227;
4 2 9 19.227;
4 2 10 19.227;
4 2 11 19.227;
4 2 12 19.227;
5 1 1 19.764;
5 1 2 19.764;
5 1 3 19.764;
5 1 4 19.764;
5 1 5 19.764;
5 1 6 19.764;
5 1 7 19.764;
5 1 8 19.764;
5 1 9 19.764;
5 1 10 19.764;
5 1 11 19.764;
5 1 12 19.764;
5 2 1 19.044;
5 2 2 19.044;
5 2 3 19.044;
5 2 4 19.044;
5 2 5 19.044;
5 2 6 19.044;
5 2 7 19.044;
5 2 8 19.044;
5 2 9 19.044;
5 2 10 19.044;
5 2 11 19.044;
5 2 12 19.044;
6 1 1 23.544;
6 1 2 23.544;
6 1 3 23.544;
6 1 4 23.544;
6 1 5 23.544;
6 1 6 23.544;
6 1 7 23.544;
6 1 8 23.544;
6 1 9 23.544;
6 1 10 23.544;
