###################################################
# Classe 7 : K = 2, M = 2, T = 12, N = 5
# Exemplo: 1.   c7ex01.dat          Semente: 1534
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 12
global N = 5

global L = [540, 460]

global l = [78, 79, 123, 135, 140]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [16.2 13.8; 16.2 13.8]

global c_km = [54.0 43.24; 24.84 32.2]

global p_km = [6.696 5.362; 3.08 3.993]

global c_x = [
1 1 1 22.464;
1 1 2 22.464;
1 1 3 22.464;
1 1 4 22.464;
1 1 5 22.464;
1 1 6 22.464;
1 1 7 22.464;
1 1 8 22.464;
1 1 9 22.464;
1 1 10 22.464;
1 1 11 22.464;
1 1 12 22.464;
1 2 1 22.448;
1 2 2 22.448;
1 2 3 22.448;
1 2 4 22.448;
1 2 5 22.448;
1 2 6 22.448;
1 2 7 22.448;
1 2 8 22.448;
1 2 9 22.448;
1 2 10 22.448;
1 2 11 22.448;
1 2 12 22.448;
2 1 1 18.035;
2 1 2 18.035;
2 1 3 18.035;
2 1 4 18.035;
2 1 5 18.035;
2 1 6 18.035;
2 1 7 18.035;
2 1 8 18.035;
2 1 9 18.035;
2 1 10 18.035;
2 1 11 18.035;
2 1 12 18.035;
2 2 1 17.572;
2 2 2 17.572;
2 2 3 17.572;
2 2 4 17.572;
2 2 5 17.572;
2 2 6 17.572;
2 2 7 17.572;
2 2 8 17.572;
2 2 9 17.572;
2 2 10 17.572;
2 2 11 17.572;
2 2 12 17.572;
]

global c_z = [
1 1 1 0.764;
1 1 2 0.764;
1 1 3 0.764;
1 1 4 0.764;
1 1 5 0.764;
1 1 6 0.764;
1 1 7 0.764;
1 1 8 0.764;
1 1 9 0.764;
1 1 10 0.764;
1 1 11 0.764;
1 1 12 0.764;
1 2 1 0.898;
1 2 2 0.898;
1 2 3 0.898;
1 2 4 0.898;
1 2 5 0.898;
1 2 6 0.898;
1 2 7 0.898;
1 2 8 0.898;
1 2 9 0.898;
1 2 10 0.898;
1 2 11 0.898;
1 2 12 0.898;
2 1 1 0.739;
2 1 2 0.739;
2 1 3 0.739;
2 1 4 0.739;
2 1 5 0.739;
2 1 6 0.739;
2 1 7 0.739;
2 1 8 0.739;
2 1 9 0.739;
2 1 10 0.739;
2 1 11 0.739;
2 1 12 0.739;
2 2 1 0.685;
2 2 2 0.685;
2 2 3 0.685;
2 2 4 0.685;
2 2 5 0.685;
2 2 6 0.685;
2 2 7 0.685;
2 2 8 0.685;
2 2 9 0.685;
2 2 10 0.685;
2 2 11 0.685;
2 2 12 0.685;
]

global c_y = [
1 1 1 2.92;
1 1 2 2.92;
1 1 3 2.92;
1 1 4 2.92;
1 1 5 2.92;
1 1 6 2.92;
1 1 7 2.92;
1 1 8 2.92;
1 1 9 2.92;
1 1 10 2.92;
1 1 11 2.92;
1 1 12 2.92;
1 2 1 2.918;
1 2 2 2.918;
1 2 3 2.918;
1 2 4 2.918;
1 2 5 2.918;
1 2 6 2.918;
1 2 7 2.918;
1 2 8 2.918;
1 2 9 2.918;
1 2 10 2.918;
1 2 11 2.918;
1 2 12 2.918;
2 1 1 2.164;
2 1 2 2.164;
2 1 3 2.164;
2 1 4 2.164;
2 1 5 2.164;
2 1 6 2.164;
2 1 7 2.164;
2 1 8 2.164;
2 1 9 2.164;
2 1 10 2.164;
2 1 11 2.164;
2 1 12 2.164;
2 2 1 2.284;
2 2 2 2.284;
2 2 3 2.284;
2 2 4 2.284;
2 2 5 2.284;
2 2 6 2.284;
2 2 7 2.284;
2 2 8 2.284;
2 2 9 2.284;
2 2 10 2.284;
2 2 11 2.284;
2 2 12 2.284;
]

global c_sc = [
1 1 1 0.307;
1 1 2 0.307;
1 1 3 0.307;
1 1 4 0.307;
1 1 5 0.307;
1 1 6 0.307;
1 1 7 0.307;
