###################################################
# Classe 8 : K = 2, M = 2, T = 12, N = 10
# Exemplo: 1.   c8ex01.dat          Semente: 1033
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 12
global N = 10

global L = [540, 460]

global l = [54, 69, 70, 91, 92, 98, 114, 137, 138, 143]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [15.12 12.88; 15.12 12.88]

global c_km = [39.96 25.76; 39.96 25.76]

global p_km = [5.395 3.478; 5.395 3.478]

global c_x = [
1 1 1 20.735;
1 1 2 20.735;
1 1 3 20.735;
1 1 4 20.735;
1 1 5 20.735;
1 1 6 20.735;
1 1 7 20.735;
1 1 8 20.735;
1 1 9 20.735;
1 1 10 20.735;
1 1 11 20.735;
1 1 12 20.735;
1 2 1 22.907;
1 2 2 22.907;
1 2 3 22.907;
1 2 4 22.907;
1 2 5 22.907;
1 2 6 22.907;
1 2 7 22.907;
1 2 8 22.907;
1 2 9 22.907;
1 2 10 22.907;
1 2 11 22.907;
1 2 12 22.907;
2 1 1 21.492;
2 1 2 21.492;
2 1 3 21.492;
2 1 4 21.492;
2 1 5 21.492;
2 1 6 21.492;
2 1 7 21.492;
2 1 8 21.492;
2 1 9 21.492;
2 1 10 21.492;
2 1 11 21.492;
2 1 12 21.492;
2 2 1 21.252;
2 2 2 21.252;
2 2 3 21.252;
2 2 4 21.252;
2 2 5 21.252;
2 2 6 21.252;
2 2 7 21.252;
2 2 8 21.252;
2 2 9 21.252;
2 2 10 21.252;
2 2 11 21.252;
2 2 12 21.252;
]

global c_z = [
1 1 1 0.829;
1 1 2 0.829;
1 1 3 0.829;
1 1 4 0.829;
1 1 5 0.829;
1 1 6 0.829;
1 1 7 0.829;
1 1 8 0.829;
1 1 9 0.829;
1 1 10 0.829;
1 1 11 0.829;
1 1 12 0.829;
1 2 1 0.733;
1 2 2 0.733;
1 2 3 0.733;
1 2 4 0.733;
1 2 5 0.733;
1 2 6 0.733;
1 2 7 0.733;
1 2 8 0.733;
1 2 9 0.733;
1 2 10 0.733;
1 2 11 0.733;
1 2 12 0.733;
2 1 1 1.053;
2 1 2 1.053;
2 1 3 1.053;
2 1 4 1.053;
2 1 5 1.053;
2 1 6 1.053;
2 1 7 1.053;
2 1 8 1.053;
2 1 9 1.053;
2 1 10 1.053;
2 1 11 1.053;
2 1 12 1.053;
2 2 1 0.701;
2 2 2 0.701;
2 2 3 0.701;
2 2 4 0.701;
2 2 5 0.701;
2 2 6 0.701;
2 2 7 0.701;
2 2 8 0.701;
2 2 9 0.701;
2 2 10 0.701;
