###################################################
# Classe 9 : K = 2, M = 2, T = 12, N = 20
# Exemplo: 5.   c9ex05.dat          Semente: 2735
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 12
global N = 20

global L = [540, 460]

global l = [51, 56, 59, 86, 91, 93, 95, 96, 99, 103, 104, 110, 110, 122, 126, 127, 128, 137, 143, 145]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [36.72 31.28; 36.72 31.28]

global c_km = [39.96 29.44; 24.84 34.04]

global p_km = [5.195 3.827; 3.229 4.425]

global c_x = [
1 1 1 23.328;
1 1 2 23.328;
1 1 3 23.328;
1 1 4 23.328;
1 1 5 23.328;
1 1 6 23.328;
1 1 7 23.328;
1 1 8 23.328;
1 1 9 23.328;
1 1 10 23.328;
1 1 11 23.328;
1 1 12 23.328;
1 2 1 15.363;
1 2 2 15.363;
1 2 3 15.363;
1 2 4 15.363;
1 2 5 15.363;
1 2 6 15.363;
1 2 7 15.363;
1 2 8 15.363;
1 2 9 15.363;
1 2 10 15.363;
1 2 11 15.363;
1 2 12 15.363;
2 1 1 20.844;
2 1 2 20.844;
2 1 3 20.844;
2 1 4 20.844;
2 1 5 20.844;
2 1 6 20.844;
2 1 7 20.844;
2 1 8 20.844;
2 1 9 20.844;
2 1 10 20.844;
2 1 11 20.844;
2 1 12 20.844;
2 2 1 19.044;
2 2 2 19.044;
2 2 3 19.044;
2 2 4 19.044;
2 2 5 19.044;
2 2 6 19.044;
2 2 7 19.044;
2 2 8 19.044;
2 2 9 19.044;
2 2 10 19.044;
2 2 11 19.044;
2 2 12 19.044;
]

global c_z = [
1 1 1 1.12;
1 1 2 1.12;
1 1 3 1.12;
1 1 4 1.12;
1 1 5 1.12;
1 1 6 1.12;
1 1 7 1.12;
1 1 8 1.12;
1 1 9 1.12;
1 1 10 1.12;
1 1 11 1.12;
1 1 12 1.12;
1 2 1 0.737;
1 2 2 0.737;
1 2 3 0.737;
1 2 4 0.737;
1 2 5 0.737;
1 2 6 0.737;
1 2 7 0.737;
1 2 8 0.737;
1 2 9 0.737;
1 2 10 0.737;
1 2 11 0.737;
1 2 12 0.737;
2 1 1 0.938;
2 1 2 0.938;
2 1 3 0.938;
2 1 4 0.938;
2 1 5 0.938;
2 1 6 0.938;
2 1 7 0.938;
2 1 8 0.938;
2 1 9 0.938;
2 1 10 0.938;
2 1 11 0.938;
2 1 12 0.938;
2 2 1 0.819;
2 2 2 0.819;
2 2 3 0.819;
2 2 4 0.819;
2 2 5 0.819;
2 2 6 0.819;
2 2 7 0.819;
2 2 8 0.819;
2 2 9 0.819;
