###################################################
# Classe 25 : K = 6, M = 2, T = 12, N = 5
# Exemplo: 6.   c25ex06.dat          Semente: 1033
#-----------------------Dados----------------------
global K = 6
global M = 2
global T = 12
global N = 5

global L = [540, 460]

global l = [69, 91, 114, 137, 143]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0]

global f = [11.88 10.12; 11.88 10.12; 11.88 10.12; 11.88 10.12; 11.88 10.12; 11.88 10.12]

global c_km = [35.64 34.04; 28.08 25.76; 36.72 25.76; 50.76 37.72; 24.84 30.36; 39.96 32.2]

global p_km = [5.346 5.106; 4.212 3.864; 5.508 3.864; 7.614 5.658; 3.726 4.554; 5.994 4.83]

global c_x = [
1 1 1 24.948;
1 1 2 24.948;
1 1 3 24.948;
1 1 4 24.948;
1 1 5 24.948;
1 1 6 24.948;
1 1 7 24.948;
1 1 8 24.948;
1 1 9 24.948;
1 1 10 24.948;
1 1 11 24.948;
1 1 12 24.948;
1 2 1 15.732;
1 2 2 15.732;
1 2 3 15.732;
1 2 4 15.732;
1 2 5 15.732;
1 2 6 15.732;
1 2 7 15.732;
1 2 8 15.732;
1 2 9 15.732;
1 2 10 15.732;
1 2 11 15.732;
1 2 12 15.732;
2 1 1 21.816;
2 1 2 21.816;
2 1 3 21.816;
2 1 4 21.816;
2 1 5 21.816;
2 1 6 21.816;
2 1 7 21.816;
2 1 8 21.816;
2 1 9 21.816;
2 1 10 21.816;
2 1 11 21.816;
2 1 12 21.816;
2 2 1 19.136;
2 2 2 19.136;
2 2 3 19.136;
2 2 4 19.136;
2 2 5 19.136;
2 2 6 19.136;
2 2 7 19.136;
2 2 8 19.136;
2 2 9 19.136;
2 2 10 19.136;
2 2 11 19.136;
2 2 12 19.136;
3 1 1 26.46;
3 1 2 26.46;
3 1 3 26.46;
3 1 4 26.46;
3 1 5 26.46;
3 1 6 26.46;
3 1 7 26.46;
3 1 8 26.46;
3 1 9 26.46;
3 1 10 26.46;
3 1 11 26.46;
3 1 12 26.46;
3 2 1 21.62;
3 2 2 21.62;
3 2 3 21.62;
3 2 4 21.62;
3 2 5 21.62;
3 2 6 21.62;
3 2 7 21.62;
3 2 8 21.62;
3 2 9 21.62;
3 2 10 21.62;
3 2 11 21.62;
3 2 12 21.62;
4 1 1 17.712;
4 1 2 17.712;
4 1 3 17.712;
4 1 4 17.712;
4 1 5 17.712;
4 1 6 17.712;
4 1 7 17.712;
4 1 8 17.712;
4 1 9 17.712;
4 1 10 17.712;
4 1 11 17.712;
4 1 12 17.712;
4 2 1 16.1;
4 2 2 16.1;
4 2 3 16.1;
4 2 4 16.1;
4 2 5 16.1;
4 2 6 16.1;
4 2 7 16.1;
4 2 8 16.1;
4 2 9 16.1;
4 2 10 16.1;
4 2 11 16.1;
4 2 12 16.1;
5 1 1 18.144;
5 1 2 18.144;
5 1 3 18.144;
5 1 4 18.144;
5 1 5 18.144;
5 1 6 18.144;
5 1 7 18.144;
5 1 8 18.144;
5 1 9 18.144;
5 1 10 18.144;
5 1 11 18.144;
5 1 12 18.144;
5 2 1 14.812;
5 2 2 14.812;
5 2 3 14.812;
5 2 4 14.812;
5 2 5 14.812;
5 2 6 14.812;
5 2 7 14.812;
5 2 8 14.812;
5 2 9 14.812;
5 2 10 14.812;
5 2 11 14.812;
5 2 12 14.812;
6 1 1 19.98;
6 1 2 19.98;
6 1 3 19.98;
6 1 4 19.98;
6 1 5 19.98;
6 1 6 19.98;
6 1 7 19.98;
6 1 8 19.98;
6 1 9 19.98;
6 1 10 19.98;
6 1 11 19.98;
6 1 12 19.98;
6 2 1 15.64;
6 2 2 15.64;
