###################################################
# Classe 24 : K = 6, M = 2, T = 10, N = 20
# Exemplo: 9.   c24ex09.dat          Semente: 8555
#-----------------------Dados----------------------
global K = 6
global M = 2
global T = 10
global N = 20

global L = [540, 460]

global l = [52, 63, 73, 73, 88, 89, 90, 93, 93, 108, 118, 118, 123, 127, 129, 130, 133, 134, 138, 139]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0]

global f = [44.28 37.72; 44.28 37.72; 44.28 37.72; 44.28 37.72; 44.28 37.72; 44.28 37.72]

global c_km = [29.16 43.24; 45.36 20.24; 45.36 44.16; 39.96 18.4; 48.6 27.6; 22.68 22.08]

global p_km = [4.345 6.443; 6.759 3.016; 6.759 6.58; 5.954 2.742; 7.241 4.112; 3.379 3.29]

global c_x = [
1 1 1 17.064;
1 1 2 17.064;
1 1 3 17.064;
1 1 4 17.064;
1 1 5 17.064;
1 1 6 17.064;
1 1 7 17.064;
1 1 8 17.064;
1 1 9 17.064;
1 1 10 17.064;
1 2 1 21.068;
1 2 2 21.068;
1 2 3 21.068;
1 2 4 21.068;
1 2 5 21.068;
1 2 6 21.068;
1 2 7 21.068;
1 2 8 21.068;
1 2 9 21.068;
1 2 10 21.068;
2 1 1 21.6;
2 1 2 21.6;
2 1 3 21.6;
2 1 4 21.6;
2 1 5 21.6;
2 1 6 21.6;
2 1 7 21.6;
2 1 8 21.6;
2 1 9 21.6;
2 1 10 21.6;
2 2 1 20.884;
2 2 2 20.884;
2 2 3 20.884;
2 2 4 20.884;
2 2 5 20.884;
2 2 6 20.884;
2 2 7 20.884;
2 2 8 20.884;
2 2 9 20.884;
2 2 10 20.884;
3 1 1 22.572;
3 1 2 22.572;
3 1 3 22.572;
3 1 4 22.572;
3 1 5 22.572;
3 1 6 22.572;
3 1 7 22.572;
3 1 8 22.572;
3 1 9 22.572;
3 1 10 22.572;
3 2 1 17.848;
3 2 2 17.848;
3 2 3 17.848;
3 2 4 17.848;
3 2 5 17.848;
3 2 6 17.848;
3 2 7 17.848;
3 2 8 17.848;
3 2 9 17.848;
3 2 10 17.848;
4 1 1 18.576;
4 1 2 18.576;
4 1 3 18.576;
4 1 4 18.576;
4 1 5 18.576;
4 1 6 18.576;
4 1 7 18.576;
4 1 8 18.576;
4 1 9 18.576;
4 1 10 18.576;
4 2 1 20.791;
4 2 2 20.791;
4 2 3 20.791;
4 2 4 20.791;
4 2 5 20.791;
4 2 6 20.791;
4 2 7 20.791;
4 2 8 20.791;
4 2 9 20.791;
4 2 10 20.791;
5 1 1 27.0;
5 1 2 27.0;
5 1 3 27.0;
5 1 4 27.0;
5 1 5 27.0;
5 1 6 27.0;
5 1 7 27.0;
5 1 8 27.0;
5 1 9 27.0;
5 1 10 27.0;
5 2 1 15.824;
5 2 2 15.824;
5 2 3 15.824;
5 2 4 15.824;
5 2 5 15.824;
5 2 6 15.824;
5 2 7 15.824;
5 2 8 15.824;
5 2 9 15.824;
5 2 10 15.824;
6 1 1 26.136;
