###################################################
# Classe 2 : K = 2, M = 2, T = 8, N = 10
# Exemplo: 6.   c2ex06.dat          Semente: 8386
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 8
global N = 10

global L = [540, 460]

global l = [58, 64, 72, 77, 78, 84, 94, 107, 141, 148]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [22.68 19.32; 22.68 19.32]

global c_km = [25.92 30.36; 52.92 24.84]

global p_km = [3.11 3.643; 6.35 2.981]

global c_x = [
1 1 1 16.848;
1 1 2 16.848;
1 1 3 16.848;
1 1 4 16.848;
1 1 5 16.848;
1 1 6 16.848;
1 1 7 16.848;
1 1 8 16.848;
1 2 1 20.424;
1 2 2 20.424;
1 2 3 20.424;
1 2 4 20.424;
1 2 5 20.424;
1 2 6 20.424;
1 2 7 20.424;
1 2 8 20.424;
2 1 1 16.956;
2 1 2 16.956;
2 1 3 16.956;
2 1 4 16.956;
2 1 5 16.956;
2 1 6 16.956;
2 1 7 16.956;
2 1 8 16.956;
2 2 1 23.0;
2 2 2 23.0;
2 2 3 23.0;
2 2 4 23.0;
2 2 5 23.0;
2 2 6 23.0;
2 2 7 23.0;
2 2 8 23.0;
]

global c_z = [
1 1 1 0.64;
1 1 2 0.64;
1 1 3 0.64;
1 1 4 0.64;
1 1 5 0.64;
1 1 6 0.64;
1 1 7 0.64;
1 1 8 0.64;
1 2 1 0.715;
1 2 2 0.715;
1 2 3 0.715;
1 2 4 0.715;
1 2 5 0.715;
1 2 6 0.715;
1 2 7 0.715;
1 2 8 0.715;
2 1 1 0.509;
2 1 2 0.509;
2 1 3 0.509;
2 1 4 0.509;
2 1 5 0.509;
2 1 6 0.509;
2 1 7 0.509;
2 1 8 0.509;
2 2 1 0.736;
2 2 2 0.736;
2 2 3 0.736;
2 2 4 0.736;
2 2 5 0.736;
2 2 6 0.736;
2 2 7 0.736;
2 2 8 0.736;
]

global c_y = [
1 1 1 2.022;
1 1 2 2.022;
1 1 3 2.022;
1 1 4 2.022;
1 1 5 2.022;
1 1 6 2.022;
1 1 7 2.022;
1 1 8 2.022;
1 2 1 2.451;
1 2 2 2.451;
1 2 3 2.451;
1 2 4 2.451;
1 2 5 2.451;
1 2 6 2.451;
1 2 7 2.451;
1 2 8 2.451;
2 1 1 2.374;
2 1 2 2.374;
2 1 3 2.374;
2 1 4 2.374;
2 1 5 2.374;
2 1 6 2.374;
2 1 7 2.374;
2 1 8 2.374;
2 2 1 2.3;
2 2 2 2.3;
2 2 3 2.3;
2 2 4 2.3;
2 2 5 2.3;
2 2 6 2.3;
2 2 7 2.3;
2 2 8 2.3;
]

global c_sc = [
1 1 1 0.174;
1 1 2 0.174;
1 1 3 0.174;
1 1 4 0.174;
1 1 5 0.174;
1 1 6 0.174;
1 1 7 0.174;
1 1 8 0.174;
1 2 1 0.262;
1 2 2 0.262;
1 2 3 0.262;
1 2 4 0.262;
1 2 5 0.262;
1 2 6 0.262;
1 2 7 0.262;
1 2 8 0.262;
2 1 1 0.249;
2 1 2 0.249;
2 1 3 0.249;
2 1 4 0.249;
2 1 5 0.249;
2 1 6 0.249;
2 1 7 0.249;
2 1 8 0.249;
2 2 1 0.143;
2 2 2 0.143;
2 2 3 0.143;
2 2 4 0.143;
2 2 5 0.143;
2 2 6 0.143;
2 2 7 0.143;
2 2 8 0.143;
]

global c_w = [
1 1 1 1.09e-5;
1 1 2 1.09e-5;
1 1 3 1.09e-5;
1 1 4 1.09e-5;
1 1 5 1.09e-5;
1 1 6 1.09e-5;
1 1 7 1.09e-5;
1 1 8 1.09e-5;
1 2 1 1.15e-5;
1 2 2 1.15e-5;
1 2 3 1.15e-5;
1 2 4 1.15e-5;
1 2 5 1.15e-5;
1 2 6 1.15e-5;
1 2 7 1.15e-5;
1 2 8 1.15e-5;
2 1 1 9.9e-6;
2 1 2 9.9e-6;
2 1 3 9.9e-6;
2 1 4 9.9e-6;
2 1 5 9.9e-6;
2 1 6 9.9e-6;
2 1 7 9.9e-6;
