###################################################
# Classe 9 : K = 2, M = 2, T = 12, N = 20
# Exemplo: 2.   c9ex02.dat          Semente: 7763
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 12
global N = 20

global L = [540, 460]

global l = [57, 65, 69, 71, 76, 85, 87, 89, 95, 96, 98, 98, 101, 105, 108, 123, 132, 136, 138, 139]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [22.68 19.32; 22.68 19.32]

global c_km = [25.92 45.08; 38.88 44.16]

global p_km = [2.981 5.184; 4.471 5.078]

global c_x = [
1 1 1 23.868;
1 1 2 23.868;
1 1 3 23.868;
1 1 4 23.868;
1 1 5 23.868;
1 1 6 23.868;
1 1 7 23.868;
1 1 8 23.868;
1 1 9 23.868;
1 1 10 23.868;
1 1 11 23.868;
1 1 12 23.868;
1 2 1 14.628;
1 2 2 14.628;
1 2 3 14.628;
1 2 4 14.628;
1 2 5 14.628;
1 2 6 14.628;
1 2 7 14.628;
1 2 8 14.628;
1 2 9 14.628;
1 2 10 14.628;
1 2 11 14.628;
1 2 12 14.628;
2 1 1 18.144;
2 1 2 18.144;
2 1 3 18.144;
2 1 4 18.144;
2 1 5 18.144;
2 1 6 18.144;
2 1 7 18.144;
2 1 8 18.144;
2 1 9 18.144;
2 1 10 18.144;
2 1 11 18.144;
2 1 12 18.144;
2 2 1 17.388;
2 2 2 17.388;
2 2 3 17.388;
2 2 4 17.388;
2 2 5 17.388;
2 2 6 17.388;
2 2 7 17.388;
2 2 8 17.388;
2 2 9 17.388;
2 2 10 17.388;
2 2 11 17.388;
2 2 12 17.388;
]

global c_z = [
1 1 1 0.883;
1 1 2 0.883;
1 1 3 0.883;
1 1 4 0.883;
1 1 5 0.883;
1 1 6 0.883;
1 1 7 0.883;
1 1 8 0.883;
1 1 9 0.883;
1 1 10 0.883;
1 1 11 0.883;
1 1 12 0.883;
1 2 1 0.6;
1 2 2 0.6;
1 2 3 0.6;
1 2 4 0.6;
1 2 5 0.6;
1 2 6 0.6;
1 2 7 0.6;
1 2 8 0.6;
1 2 9 0.6;
1 2 10 0.6;
1 2 11 0.6;
1 2 12 0.6;
2 1 1 0.816;
2 1 2 0.816;
2 1 3 0.816;
2 1 4 0.816;
2 1 5 0.816;
2 1 6 0.816;
2 1 7 0.816;
2 1 8 0.816;
2 1 9 0.816;
2 1 10 0.816;
2 1 11 0.816;
2 1 12 0.816;
2 2 1 0.713;
2 2 2 0.713;
2 2 3 0.713;
2 2 4 0.713;
2 2 5 0.713;
2 2 6 0.713;
2 2 7 0.713;
2 2 8 0.713;
2 2 9 0.713;
2 2 10 0.713;
2 2 11 0.713;
2 2 12 0.713;
]

global c_y = [
1 1 1 2.387;
1 1 2 2.387;
1 1 3 2.387;
1 1 4 2.387;
1 1 5 2.387;
1 1 6 2.387;
1 1 7 2.387;
1 1 8 2.387;
1 1 9 2.387;
1 1 10 2.387;
1 1 11 2.387;
1 1 12 2.387;
1 2 1 2.194;
1 2 2 2.194;
1 2 3 2.194;
1 2 4 2.194;
1 2 5 2.194;
1 2 6 2.194;
1 2 7 2.194;
1 2 8 2.194;
1 2 9 2.194;
1 2 10 2.194;
1 2 11 2.194;
1 2 12 2.194;
2 1 1 2.54;
2 1 2 2.54;
2 1 3 2.54;
2 1 4 2.54;
2 1 5 2.54;
2 1 6 2.54;
2 1 7 2.54;
2 1 8 2.54;
2 1 9 2.54;
2 1 10 2.54;
2 1 11 2.54;
2 1 12 2.54;
2 2 1 2.26;
2 2 2 2.26;
2 2 3 2.26;
2 2 4 2.26;
2 2 5 2.26;
2 2 6 2.26;
2 2 7 2.26;
2 2 8 2.26;
2 2 9 2.26;
2 2 10 2.26;
2 2 11 2.26;
2 2 12 2.26;
]

global c_sc = [
1 1 1 0.341;
1 1 2 0.341;
1 1 3 0.341;
1 1 4 0.341;
1 1 5 0.341;
1 1 6 0.341;
1 1 7 0.341;
1 1 8 0.341;
1 1 9 0.341;
1 1 10 0.341;
1 1 11 0.341;
1 1 12 0.341;
