###################################################
# Classe 26 : K = 6, M = 2, T = 12, N = 10
# Exemplo: 6.   c26ex06.dat          Semente: 3301
#-----------------------Dados----------------------
global K = 6
global M = 2
global T = 12
global N = 10

global L = [540, 460]

global l = [52, 58, 77, 85, 90, 120, 139, 140, 148, 149]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0]

global f = [14.04 11.96; 14.04 11.96; 14.04 11.96; 14.04 11.96; 14.04 11.96; 14.04 11.96]

global c_km = [48.6 41.4; 34.56 34.04; 34.56 41.4; 37.8 39.56; 23.76 34.04; 52.92 19.32]

global p_km = [6.804 5.796; 4.838 4.766; 4.838 5.796; 5.292 5.538; 3.326 4.766; 7.409 2.705]

global c_x = [
1 1 1 19.98;
1 1 2 19.98;
1 1 3 19.98;
1 1 4 19.98;
1 1 5 19.98;
1 1 6 19.98;
1 1 7 19.98;
1 1 8 19.98;
1 1 9 19.98;
1 1 10 19.98;
1 1 11 19.98;
1 1 12 19.98;
1 2 1 18.768;
1 2 2 18.768;
1 2 3 18.768;
1 2 4 18.768;
1 2 5 18.768;
1 2 6 18.768;
1 2 7 18.768;
1 2 8 18.768;
1 2 9 18.768;
1 2 10 18.768;
1 2 11 18.768;
1 2 12 18.768;
2 1 1 18.36;
2 1 2 18.36;
2 1 3 18.36;
2 1 4 18.36;
2 1 5 18.36;
2 1 6 18.36;
2 1 7 18.36;
2 1 8 18.36;
2 1 9 18.36;
2 1 10 18.36;
2 1 11 18.36;
2 1 12 18.36;
2 2 1 13.892;
2 2 2 13.892;
2 2 3 13.892;
2 2 4 13.892;
2 2 5 13.892;
2 2 6 13.892;
2 2 7 13.892;
2 2 8 13.892;
2 2 9 13.892;
2 2 10 13.892;
2 2 11 13.892;
2 2 12 13.892;
3 1 1 25.272;
3 1 2 25.272;
3 1 3 25.272;
3 1 4 25.272;
3 1 5 25.272;
3 1 6 25.272;
3 1 7 25.272;
3 1 8 25.272;
3 1 9 25.272;
3 1 10 25.272;
3 1 11 25.272;
3 1 12 25.272;
3 2 1 19.964;
3 2 2 19.964;
3 2 3 19.964;
3 2 4 19.964;
3 2 5 19.964;
3 2 6 19.964;
3 2 7 19.964;
3 2 8 19.964;
3 2 9 19.964;
3 2 10 19.964;
3 2 11 19.964;
3 2 12 19.964;
4 1 1 26.244;
4 1 2 26.244;
4 1 3 26.244;
4 1 4 26.244;
4 1 5 26.244;
4 1 6 26.244;
4 1 7 26.244;
4 1 8 26.244;
4 1 9 26.244;
4 1 10 26.244;
4 1 11 26.244;
4 1 12 26.244;
4 2 1 16.652;
4 2 2 16.652;
4 2 3 16.652;
4 2 4 16.652;
4 2 5 16.652;
4 2 6 16.652;
4 2 7 16.652;
4 2 8 16.652;
4 2 9 16.652;
4 2 10 16.652;
4 2 11 16.652;
4 2 12 16.652;
5 1 1 19.764;
5 1 2 19.764;
5 1 3 19.764;
5 1 4 19.764;
5 1 5 19.764;
5 1 6 19.764;
5 1 7 19.764;
5 1 8 19.764;
5 1 9 19.764;
5 1 10 19.764;
5 1 11 19.764;
5 1 12 19.764;
5 2 1 19.32;
5 2 2 19.32;
5 2 3 19.32;
5 2 4 19.32;
5 2 5 19.32;
5 2 6 19.32;
5 2 7 19.32;
5 2 8 19.32;
5 2 9 19.32;
5 2 10 19.32;
5 2 11 19.32;
5 2 12 19.32;
6 1 1 22.355;
6 1 2 22.355;
6 1 3 22.355;
6 1 4 22.355;
6 1 5 22.355;
6 1 6 22.355;
6 1 7 22.355;
6 1 8 22.355;
6 1 9 22.355;
6 1 10 22.355;
6 1 11 22.355;
6 1 12 22.355;
6 2 1 14.72;
