###################################################
# Classe 22 : K = 6, M = 2, T = 10, N = 5
# Exemplo: 6.   c22ex06.dat          Semente: 6838
#-----------------------Dados----------------------
global K = 6
global M = 2
global T = 10
global N = 5

global L = [540, 460]

global l = [79, 119, 126, 138, 148]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0]

global f = [25.92 22.08; 25.92 22.08; 25.92 22.08; 25.92 22.08; 25.92 22.08; 25.92 22.08]

global c_km = [22.68 26.68; 43.2 23.0; 49.68 46.0; 28.08 44.16; 39.96 34.04; 46.44 34.04]

global p_km = [2.971 3.495; 5.659 3.013; 6.508 6.026; 3.678 5.785; 5.235 4.459; 6.084 4.459]

global c_x = [
1 1 1 21.6;
1 1 2 21.6;
1 1 3 21.6;
1 1 4 21.6;
1 1 5 21.6;
1 1 6 21.6;
1 1 7 21.6;
1 1 8 21.6;
1 1 9 21.6;
1 1 10 21.6;
1 2 1 14.628;
1 2 2 14.628;
1 2 3 14.628;
1 2 4 14.628;
1 2 5 14.628;
1 2 6 14.628;
1 2 7 14.628;
1 2 8 14.628;
1 2 9 14.628;
1 2 10 14.628;
2 1 1 25.92;
2 1 2 25.92;
2 1 3 25.92;
2 1 4 25.92;
2 1 5 25.92;
2 1 6 25.92;
2 1 7 25.92;
2 1 8 25.92;
2 1 9 25.92;
2 1 10 25.92;
2 2 1 19.32;
2 2 2 19.32;
2 2 3 19.32;
2 2 4 19.32;
2 2 5 19.32;
2 2 6 19.32;
2 2 7 19.32;
2 2 8 19.32;
2 2 9 19.32;
2 2 10 19.32;
3 1 1 20.735;
3 1 2 20.735;
3 1 3 20.735;
3 1 4 20.735;
3 1 5 20.735;
3 1 6 20.735;
3 1 7 20.735;
3 1 8 20.735;
3 1 9 20.735;
3 1 10 20.735;
3 2 1 16.56;
3 2 2 16.56;
3 2 3 16.56;
3 2 4 16.56;
3 2 5 16.56;
3 2 6 16.56;
3 2 7 16.56;
3 2 8 16.56;
3 2 9 16.56;
3 2 10 16.56;
4 1 1 24.624;
4 1 2 24.624;
4 1 3 24.624;
4 1 4 24.624;
4 1 5 24.624;
4 1 6 24.624;
4 1 7 24.624;
4 1 8 24.624;
4 1 9 24.624;
4 1 10 24.624;
4 2 1 17.572;
4 2 2 17.572;
4 2 3 17.572;
4 2 4 17.572;
4 2 5 17.572;
4 2 6 17.572;
4 2 7 17.572;
4 2 8 17.572;
4 2 9 17.572;
4 2 10 17.572;
5 1 1 22.355;
5 1 2 22.355;
5 1 3 22.355;
5 1 4 22.355;
5 1 5 22.355;
5 1 6 22.355;
5 1 7 22.355;
5 1 8 22.355;
5 1 9 22.355;
5 1 10 22.355;
5 2 1 20.884;
5 2 2 20.884;
5 2 3 20.884;
5 2 4 20.884;
5 2 5 20.884;
5 2 6 20.884;
5 2 7 20.884;
5 2 8 20.884;
5 2 9 20.884;
5 2 10 20.884;
6 1 1 23.868;
6 1 2 23.868;
6 1 3 23.868;
6 1 4 23.868;
6 1 5 23.868;
