###################################################
# Classe 26 : K = 6, M = 2, T = 12, N = 10
# Exemplo: 7.   c26ex07.dat          Semente: 7763
#-----------------------Dados----------------------
global K = 6
global M = 2
global T = 12
global N = 10

global L = [540, 460]

global l = [57, 65, 71, 76, 87, 89, 98, 98, 108, 138]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0]

global f = [48.6 41.4; 48.6 41.4; 48.6 41.4; 48.6 41.4; 48.6 41.4; 48.6 41.4]

global c_km = [50.76 38.64; 27.0 27.6; 38.88 41.4; 36.72 25.76; 39.96 22.08; 36.72 33.12]

global p_km = [7.563 5.757; 4.023 4.112; 5.793 6.169; 5.471 3.838; 5.954 3.29; 5.471 4.935]

global c_x = [
1 1 1 26.244;
1 1 2 26.244;
1 1 3 26.244;
1 1 4 26.244;
1 1 5 26.244;
1 1 6 26.244;
1 1 7 26.244;
1 1 8 26.244;
1 1 9 26.244;
1 1 10 26.244;
1 1 11 26.244;
1 1 12 26.244;
1 2 1 17.204;
1 2 2 17.204;
1 2 3 17.204;
1 2 4 17.204;
1 2 5 17.204;
1 2 6 17.204;
1 2 7 17.204;
1 2 8 17.204;
1 2 9 17.204;
1 2 10 17.204;
1 2 11 17.204;
1 2 12 17.204;
2 1 1 19.439;
2 1 2 19.439;
2 1 3 19.439;
2 1 4 19.439;
2 1 5 19.439;
2 1 6 19.439;
2 1 7 19.439;
2 1 8 19.439;
2 1 9 19.439;
2 1 10 19.439;
2 1 11 19.439;
2 1 12 19.439;
2 2 1 20.516;
2 2 2 20.516;
2 2 3 20.516;
2 2 4 20.516;
2 2 5 20.516;
2 2 6 20.516;
2 2 7 20.516;
2 2 8 20.516;
2 2 9 20.516;
2 2 10 20.516;
2 2 11 20.516;
2 2 12 20.516;
3 1 1 23.868;
3 1 2 23.868;
3 1 3 23.868;
3 1 4 23.868;
3 1 5 23.868;
3 1 6 23.868;
3 1 7 23.868;
3 1 8 23.868;
3 1 9 23.868;
3 1 10 23.868;
3 1 11 23.868;
3 1 12 23.868;
3 2 1 18.768;
3 2 2 18.768;
3 2 3 18.768;
3 2 4 18.768;
3 2 5 18.768;
3 2 6 18.768;
3 2 7 18.768;
3 2 8 18.768;
3 2 9 18.768;
3 2 10 18.768;
3 2 11 18.768;
3 2 12 18.768;
4 1 1 18.144;
4 1 2 18.144;
4 1 3 18.144;
4 1 4 18.144;
4 1 5 18.144;
4 1 6 18.144;
4 1 7 18.144;
4 1 8 18.144;
4 1 9 18.144;
4 1 10 18.144;
4 1 11 18.144;
4 1 12 18.144;
4 2 1 19.044;
4 2 2 19.044;
4 2 3 19.044;
4 2 4 19.044;
4 2 5 19.044;
4 2 6 19.044;
4 2 7 19.044;
4 2 8 19.044;
4 2 9 19.044;
4 2 10 19.044;
4 2 11 19.044;
4 2 12 19.044;
5 1 1 17.172;
5 1 2 17.172;
5 1 3 17.172;
5 1 4 17.172;
5 1 5 17.172;
5 1 6 17.172;
5 1 7 17.172;
5 1 8 17.172;
5 1 9 17.172;
5 1 10 17.172;
5 1 11 17.172;
5 1 12 17.172;
5 2 1 14.075;
5 2 2 14.075;
5 2 3 14.075;
5 2 4 14.075;
5 2 5 14.075;
5 2 6 14.075;
5 2 7 14.075;
5 2 8 14.075;
5 2 9 14.075;
5 2 10 14.075;
5 2 11 14.075;
5 2 12 14.075;
6 1 1 20.412;
6 1 2 20.412;
6 1 3 20.412;
6 1 4 20.412;
6 1 5 20.412;
6 1 6 20.412;
6 1 7 20.412;
6 1 8 20.412;
6 1 9 20.412;
6 1 10 20.412;
6 1 11 20.412;
6 1 12 20.412;
6 2 1 21.436;
