###################################################
# Classe 21 : K = 6, M = 2, T = 8, N = 20
# Exemplo: 1.   c21ex01.dat          Semente: 1534
#-----------------------Dados----------------------
global K = 6
global M = 2
global T = 8
global N = 20

global L = [540, 460]

global l = [61, 63, 67, 69, 78, 79, 91, 95, 97, 98, 101, 105, 107, 112, 123, 135, 139, 140, 144, 149]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0]

global f = [29.16 24.84; 29.16 24.84; 29.16 24.84; 29.16 24.84; 29.16 24.84; 29.16 24.84]

global c_km = [39.96 43.24; 41.04 33.12; 38.88 34.96; 42.12 42.32; 32.4 33.12; 42.12 21.16]

global p_km = [5.115 5.535; 5.253 4.239; 4.977 4.475; 5.391 5.417; 4.147 4.239; 5.391 2.708]

global c_x = [
1 1 1 23.112;
1 1 2 23.112;
1 1 3 23.112;
1 1 4 23.112;
1 1 5 23.112;
1 1 6 23.112;
1 1 7 23.112;
1 1 8 23.112;
1 2 1 16.56;
1 2 2 16.56;
1 2 3 16.56;
1 2 4 16.56;
1 2 5 16.56;
1 2 6 16.56;
1 2 7 16.56;
1 2 8 16.56;
2 1 1 25.704;
2 1 2 25.704;
2 1 3 25.704;
2 1 4 25.704;
2 1 5 25.704;
2 1 6 25.704;
2 1 7 25.704;
2 1 8 25.704;
2 2 1 17.663;
2 2 2 17.663;
2 2 3 17.663;
2 2 4 17.663;
2 2 5 17.663;
2 2 6 17.663;
2 2 7 17.663;
2 2 8 17.663;
3 1 1 20.412;
3 1 2 20.412;
3 1 3 20.412;
3 1 4 20.412;
3 1 5 20.412;
3 1 6 20.412;
3 1 7 20.412;
3 1 8 20.412;
3 2 1 16.836;
3 2 2 16.836;
3 2 3 16.836;
3 2 4 16.836;
3 2 5 16.836;
3 2 6 16.836;
3 2 7 16.836;
3 2 8 16.836;
4 1 1 24.407;
4 1 2 24.407;
4 1 3 24.407;
4 1 4 24.407;
4 1 5 24.407;
4 1 6 24.407;
4 1 7 24.407;
4 1 8 24.407;
4 2 1 14.443;
4 2 2 14.443;
4 2 3 14.443;
4 2 4 14.443;
4 2 5 14.443;
4 2 6 14.443;
4 2 7 14.443;
4 2 8 14.443;
5 1 1 23.759;
5 1 2 23.759;
5 1 3 23.759;
5 1 4 23.759;
5 1 5 23.759;
5 1 6 23.759;
5 1 7 23.759;
5 1 8 23.759;
5 2 1 22.355;
5 2 2 22.355;
5 2 3 22.355;
5 2 4 22.355;
5 2 5 22.355;
5 2 6 22.355;
5 2 7 22.355;
5 2 8 22.355;
6 1 1 19.008;
6 1 2 19.008;
6 1 3 19.008;
6 1 4 19.008;
6 1 5 19.008;
6 1 6 19.008;
6 1 7 19.008;
6 1 8 19.008;
6 2 1 22.816;
6 2 2 22.816;
6 2 3 22.816;
6 2 4 22.816;
6 2 5 22.816;
6 2 6 22.816;
6 2 7 22.816;
6 2 8 22.816;
]

global c_z = [
1 1 1 0.994;
1 1 2 0.994;
1 1 3 0.994;
1 1 4 0.994;
1 1 5 0.994;
1 1 6 0.994;
1 1 7 0.994;
1 1 8 0.994;
1 2 1 0.811;
1 2 2 0.811;
1 2 3 0.811;
1 2 4 0.811;
1 2 5 0.811;
1 2 6 0.811;
1 2 7 0.811;
1 2 8 0.811;
2 1 1 0.771;
2 1 2 0.771;
2 1 3 0.771;
2 1 4 0.771;
2 1 5 0.771;
2 1 6 0.771;
2 1 7 0.771;
2 1 8 0.771;
2 2 1 0.865;
2 2 2 0.865;
2 2 3 0.865;
2 2 4 0.865;
2 2 5 0.865;
2 2 6 0.865;
2 2 7 0.865;
2 2 8 0.865;
3 1 1 0.837;
3 1 2 0.837;
3 1 3 0.837;
3 1 4 0.837;
3 1 5 0.837;
3 1 6 0.837;
3 1 7 0.837;
3 1 8 0.837;
3 2 1 0.606;
3 2 2 0.606;
3 2 3 0.606;
3 2 4 0.606;
3 2 5 0.606;
3 2 6 0.606;
3 2 7 0.606;
3 2 8 0.606;
4 1 1 0.952;
4 1 2 0.952;
