###################################################
# Classe 23 : K = 6, M = 2, T = 10, N = 10
# Exemplo: 6.   c23ex06.dat          Semente: 8386
#-----------------------Dados----------------------
global K = 6
global M = 2
global T = 10
global N = 10

global L = [540, 460]

global l = [58, 64, 72, 77, 78, 84, 94, 107, 141, 148]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0]

global f = [22.68 19.32; 22.68 19.32; 22.68 19.32; 22.68 19.32; 22.68 19.32; 22.68 19.32]

global c_km = [25.92 20.24; 52.92 38.64; 35.64 46.0; 29.16 28.52; 34.56 18.4; 22.68 25.76]

global p_km = [2.722 2.125; 5.557 4.057; 3.742 4.83; 3.062 2.995; 3.629 1.932; 2.381 2.705]

global c_x = [
1 1 1 20.952;
1 1 2 20.952;
1 1 3 20.952;
1 1 4 20.952;
1 1 5 20.952;
1 1 6 20.952;
1 1 7 20.952;
1 1 8 20.952;
1 1 9 20.952;
1 1 10 20.952;
1 2 1 19.044;
1 2 2 19.044;
1 2 3 19.044;
1 2 4 19.044;
1 2 5 19.044;
1 2 6 19.044;
1 2 7 19.044;
1 2 8 19.044;
1 2 9 19.044;
1 2 10 19.044;
2 1 1 24.84;
2 1 2 24.84;
2 1 3 24.84;
2 1 4 24.84;
2 1 5 24.84;
2 1 6 24.84;
2 1 7 24.84;
2 1 8 24.84;
2 1 9 24.84;
2 1 10 24.84;
2 2 1 14.904;
2 2 2 14.904;
2 2 3 14.904;
2 2 4 14.904;
2 2 5 14.904;
2 2 6 14.904;
2 2 7 14.904;
2 2 8 14.904;
2 2 9 14.904;
2 2 10 14.904;
3 1 1 20.196;
3 1 2 20.196;
3 1 3 20.196;
3 1 4 20.196;
3 1 5 20.196;
3 1 6 20.196;
3 1 7 20.196;
3 1 8 20.196;
3 1 9 20.196;
3 1 10 20.196;
3 2 1 19.964;
3 2 2 19.964;
3 2 3 19.964;
3 2 4 19.964;
3 2 5 19.964;
3 2 6 19.964;
3 2 7 19.964;
3 2 8 19.964;
3 2 9 19.964;
3 2 10 19.964;
4 1 1 16.848;
4 1 2 16.848;
4 1 3 16.848;
4 1 4 16.848;
4 1 5 16.848;
4 1 6 16.848;
4 1 7 16.848;
4 1 8 16.848;
4 1 9 16.848;
4 1 10 16.848;
4 2 1 18.216;
4 2 2 18.216;
4 2 3 18.216;
4 2 4 18.216;
4 2 5 18.216;
4 2 6 18.216;
4 2 7 18.216;
4 2 8 18.216;
4 2 9 18.216;
4 2 10 18.216;
5 1 1 20.087;
5 1 2 20.087;
5 1 3 20.087;
5 1 4 20.087;
5 1 5 20.087;
5 1 6 20.087;
5 1 7 20.087;
5 1 8 20.087;
5 1 9 20.087;
5 1 10 20.087;
5 2 1 21.068;
5 2 2 21.068;
5 2 3 21.068;
5 2 4 21.068;
5 2 5 21.068;
5 2 6 21.068;
5 2 7 21.068;
5 2 8 21.068;
5 2 9 21.068;
5 2 10 21.068;
6 1 1 22.14;
6 1 2 22.14;
6 1 3 22.14;
6 1 4 22.14;
