###################################################
# Classe 8 : K = 2, M = 2, T = 12, N = 10
# Exemplo: 4.   c8ex04.dat          Semente: 4999
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 12
global N = 10

global L = [540, 460]

global l = [59, 68, 73, 82, 86, 96, 96, 115, 135, 141]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [18.36 15.64; 18.36 15.64]

global c_km = [39.96 43.24; 28.08 34.96]

global p_km = [5.275 5.708; 3.707 4.615]

global c_x = [
1 1 1 21.276;
1 1 2 21.276;
1 1 3 21.276;
1 1 4 21.276;
1 1 5 21.276;
1 1 6 21.276;
1 1 7 21.276;
1 1 8 21.276;
1 1 9 21.276;
1 1 10 21.276;
1 1 11 21.276;
1 1 12 21.276;
1 2 1 20.608;
1 2 2 20.608;
1 2 3 20.608;
1 2 4 20.608;
1 2 5 20.608;
1 2 6 20.608;
1 2 7 20.608;
1 2 8 20.608;
1 2 9 20.608;
1 2 10 20.608;
1 2 11 20.608;
1 2 12 20.608;
2 1 1 19.224;
2 1 2 19.224;
2 1 3 19.224;
2 1 4 19.224;
2 1 5 19.224;
2 1 6 19.224;
2 1 7 19.224;
2 1 8 19.224;
2 1 9 19.224;
2 1 10 19.224;
2 1 11 19.224;
2 1 12 19.224;
2 2 1 20.791;
2 2 2 20.791;
2 2 3 20.791;
2 2 4 20.791;
2 2 5 20.791;
2 2 6 20.791;
2 2 7 20.791;
2 2 8 20.791;
2 2 9 20.791;
2 2 10 20.791;
2 2 11 20.791;
2 2 12 20.791;
]

global c_z = [
1 1 1 0.851;
1 1 2 0.851;
1 1 3 0.851;
1 1 4 0.851;
1 1 5 0.851;
1 1 6 0.851;
1 1 7 0.851;
1 1 8 0.851;
1 1 9 0.851;
1 1 10 0.851;
1 1 11 0.851;
1 1 12 0.851;
1 2 1 1.01;
1 2 2 1.01;
1 2 3 1.01;
1 2 4 1.01;
1 2 5 1.01;
1 2 6 1.01;
1 2 7 1.01;
1 2 8 1.01;
1 2 9 1.01;
1 2 10 1.01;
1 2 11 1.01;
1 2 12 1.01;
2 1 1 0.846;
2 1 2 0.846;
2 1 3 0.846;
2 1 4 0.846;
2 1 5 0.846;
2 1 6 0.846;
2 1 7 0.846;
2 1 8 0.846;
2 1 9 0.846;
2 1 10 0.846;
2 1 11 0.846;
2 1 12 0.846;
2 2 1 0.852;
2 2 2 0.852;
2 2 3 0.852;
2 2 4 0.852;
2 2 5 0.852;
2 2 6 0.852;
2 2 7 0.852;
2 2 8 0.852;
2 2 9 0.852;
2 2 10 0.852;
2 2 11 0.852;
2 2 12 0.852;
]

global c_y = [
1 1 1 3.191;
1 1 2 3.191;
1 1 3 3.191;
1 1 4 3.191;
1 1 5 3.191;
1 1 6 3.191;
1 1 7 3.191;
1 1 8 3.191;
1 1 9 3.191;
1 1 10 3.191;
1 1 11 3.191;
1 1 12 3.191;
1 2 1 2.267;
1 2 2 2.267;
1 2 3 2.267;
1 2 4 2.267;
1 2 5 2.267;
1 2 6 2.267;
1 2 7 2.267;
1 2 8 2.267;
1 2 9 2.267;
1 2 10 2.267;
1 2 11 2.267;
1 2 12 2.267;
2 1 1 2.884;
2 1 2 2.884;
2 1 3 2.884;
2 1 4 2.884;
2 1 5 2.884;
2 1 6 2.884;
2 1 7 2.884;
2 1 8 2.884;
2 1 9 2.884;
2 1 10 2.884;
2 1 11 2.884;
2 1 12 2.884;
2 2 1 2.703;
2 2 2 2.703;
2 2 3 2.703;
2 2 4 2.703;
2 2 5 2.703;
2 2 6 2.703;
2 2 7 2.703;
2 2 8 2.703;
2 2 9 2.703;
2 2 10 2.703;
2 2 11 2.703;
2 2 12 2.703;
]

global c_sc = [
1 1 1 0.325;
1 1 2 0.325;
1 1 3 0.325;
1 1 4 0.325;
1 1 5 0.325;
1 1 6 0.325;
1 1 7 0.325;
1 1 8 0.325;
1 1 9 0.325;
1 1 10 0.325;
1 1 11 0.325;
1 1 12 0.325;
1 2 1 0.274;
1 2 2 0.274;
1 2 3 0.274;
1 2 4 0.274;
1 2 5 0.274;
1 2 6 0.274;
1 2 7 0.274;
1 2 8 0.274;
1 2 9 0.274;
1 2 10 0.274;
1 2 11 0.274;
1 2 12 0.274;
2 1 1 0.242;
2 1 2 0.242;
2 1 3 0.242;
2 1 4 0.242;
2 1 5 0.242;
2 1 6 0.242;
2 1 7 0.242;
2 1 8 0.242;
2 1 9 0.242;
2 1 10 0.242;
2 1 11 0.242;
2 1 12 0.242;
2 2 1 0.273;
2 2 2 0.273;
2 2 3 0.273;
2 2 4 0.273;
2 2 5 0.273;
2 2 6 0.273;
2 2 7 0.273;
2 2 8 0.273;
2 2 9 0.273;
2 2 10 0.273;
2 2 11 0.273;
2 2 12 0.273;
]

global c_w = [
1 1 1 8.5e-6;
1 1 2 8.5e-6;
1 1 3 8.5e-6;
1 1 4 8.5e-6;
1 1 5 8.5e-6;
1 1 6 8.5e-6;
1 1 7 8.5e-6;
1 1 8 8.5e-6;
1 1 9 8.5e-6;
1 1 10 8.5e-6;
1 1 11 8.5e-6;
1 1 12 8.5e-6;
1 2 1 1.25e-5;
1 2 2 1.25e-5;
1 2 3 1.25e-5;
1 2 4 1.25e-5;
1 2 5 1.25e-5;
1 2 6 1.25e-5;
1 2 7 1.25e-5;
1 2 8 1.25e-5;
1 2 9 1.25e-5;
1 2 10 1.25e-5;
1 2 11 1.25e-5;
1 2 12 1.25e-5;
2 1 1 7.6e-6;
2 1 2 7.6e-6;
2 1 3 7.6e-6;
2 1 4 7.6e-6;
2 1 5 7.6e-6;
2 1 6 7.6e-6;
2 1 7 7.6e-6;
2 1 8 7.6e-6;
2 1 9 7.6e-6;
2 1 10 7.6e-6;
2 1 11 7.6e-6;
2 1 12 7.6e-6;
2 2 1 1.01e-5;
2 2 2 1.01e-5;
2 2 3 1.01e-5;
2 2 4 1.01e-5;
2 2 5 1.01e-5;
2 2 6 1.01e-5;
2 2 7 1.01e-5;
2 2 8 1.01e-5;
