###################################################
# Classe 17 : K = 4, M = 2, T = 12, N = 10
# Exemplo: 7.   c17ex07.dat          Semente: 3548
#-----------------------Dados----------------------
global K = 4
global M = 2
global T = 12
global N = 10

global L = [540, 460]

global l = [50, 51, 53, 67, 77, 98, 129, 142, 147, 149]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0, 2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0]

global f = [11.88 10.12; 11.88 10.12; 11.88 10.12; 11.88 10.12]

global c_km = [37.8 29.44; 54.0 28.52; 31.32 42.32; 27.0 21.16]

global p_km = [4.725 3.68; 6.75 3.565; 3.915 5.29; 3.375 2.645]

global c_x = [
1 1 1 19.008;
1 1 2 19.008;
1 1 3 19.008;
1 1 4 19.008;
1 1 5 19.008;
1 1 6 19.008;
1 1 7 19.008;
1 1 8 19.008;
1 1 9 19.008;
1 1 10 19.008;
1 1 11 19.008;
1 1 12 19.008;
1 2 1 16.744;
1 2 2 16.744;
1 2 3 16.744;
1 2 4 16.744;
1 2 5 16.744;
1 2 6 16.744;
1 2 7 16.744;
1 2 8 16.744;
1 2 9 16.744;
1 2 10 16.744;
1 2 11 16.744;
1 2 12 16.744;
2 1 1 18.252;
2 1 2 18.252;
2 1 3 18.252;
2 1 4 18.252;
2 1 5 18.252;
2 1 6 18.252;
2 1 7 18.252;
2 1 8 18.252;
2 1 9 18.252;
2 1 10 18.252;
2 1 11 18.252;
2 1 12 18.252;
2 2 1 22.264;
2 2 2 22.264;
2 2 3 22.264;
2 2 4 22.264;
2 2 5 22.264;
2 2 6 22.264;
2 2 7 22.264;
2 2 8 22.264;
2 2 9 22.264;
2 2 10 22.264;
2 2 11 22.264;
2 2 12 22.264;
3 1 1 22.572;
3 1 2 22.572;
3 1 3 22.572;
3 1 4 22.572;
3 1 5 22.572;
3 1 6 22.572;
3 1 7 22.572;
3 1 8 22.572;
3 1 9 22.572;
3 1 10 22.572;
3 1 11 22.572;
3 1 12 22.572;
3 2 1 18.952;
3 2 2 18.952;
3 2 3 18.952;
3 2 4 18.952;
3 2 5 18.952;
3 2 6 18.952;
3 2 7 18.952;
3 2 8 18.952;
3 2 9 18.952;
3 2 10 18.952;
3 2 11 18.952;
3 2 12 18.952;
4 1 1 19.116;
4 1 2 19.116;
4 1 3 19.116;
4 1 4 19.116;
4 1 5 19.116;
4 1 6 19.116;
4 1 7 19.116;
4 1 8 19.116;
4 1 9 19.116;
4 1 10 19.116;
4 1 11 19.116;
4 1 12 19.116;
4 2 1 18.492;
4 2 2 18.492;
4 2 3 18.492;
4 2 4 18.492;
4 2 5 18.492;
4 2 6 18.492;
4 2 7 18.492;
4 2 8 18.492;
4 2 9 18.492;
4 2 10 18.492;
4 2 11 18.492;
4 2 12 18.492;
]

global c_z = [
1 1 1 0.589;
1 1 2 0.589;
1 1 3 0.589;
1 1 4 0.589;
1 1 5 0.589;
1 1 6 0.589;
1 1 7 0.589;
1 1 8 0.589;
1 1 9 0.589;
1 1 10 0.589;
1 1 11 0.589;
1 1 12 0.589;
1 2 1 0.636;
1 2 2 0.636;
1 2 3 0.636;
1 2 4 0.636;
1 2 5 0.636;
1 2 6 0.636;
1 2 7 0.636;
1 2 8 0.636;
1 2 9 0.636;
1 2 10 0.636;
1 2 11 0.636;
1 2 12 0.636;
2 1 1 0.876;
2 1 2 0.876;
2 1 3 0.876;
2 1 4 0.876;
2 1 5 0.876;
2 1 6 0.876;
2 1 7 0.876;
2 1 8 0.876;
2 1 9 0.876;
2 1 10 0.876;
2 1 11 0.876;
2 1 12 0.876;
2 2 1 0.98;
2 2 2 0.98;
2 2 3 0.98;
2 2 4 0.98;
2 2 5 0.98;
2 2 6 0.98;
2 2 7 0.98;
