###################################################
# Classe 22 : K = 6, M = 2, T = 10, N = 5
# Exemplo: 8.   c22ex08.dat          Semente: 8689
#-----------------------Dados----------------------
global K = 6
global M = 2
global T = 10
global N = 5

global L = [540, 460]

global l = [62, 112, 134, 135, 147]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0]

global f = [45.36 38.64; 45.36 38.64; 45.36 38.64; 45.36 38.64; 45.36 38.64; 45.36 38.64]

global c_km = [24.84 35.88; 45.36 25.76; 41.04 39.56; 34.56 35.88; 33.48 29.44; 31.32 43.24]

global p_km = [2.807 4.054; 5.126 2.911; 4.638 4.47; 3.905 4.054; 3.783 3.327; 3.539 4.886]

global c_x = [
1 1 1 23.976;
1 1 2 23.976;
1 1 3 23.976;
1 1 4 23.976;
1 1 5 23.976;
1 1 6 23.976;
1 1 7 23.976;
1 1 8 23.976;
1 1 9 23.976;
1 1 10 23.976;
1 2 1 20.608;
1 2 2 20.608;
1 2 3 20.608;
1 2 4 20.608;
1 2 5 20.608;
1 2 6 20.608;
1 2 7 20.608;
1 2 8 20.608;
1 2 9 20.608;
1 2 10 20.608;
2 1 1 24.407;
2 1 2 24.407;
2 1 3 24.407;
2 1 4 24.407;
2 1 5 24.407;
2 1 6 24.407;
2 1 7 24.407;
2 1 8 24.407;
2 1 9 24.407;
2 1 10 24.407;
2 2 1 22.816;
2 2 2 22.816;
2 2 3 22.816;
2 2 4 22.816;
2 2 5 22.816;
2 2 6 22.816;
2 2 7 22.816;
2 2 8 22.816;
2 2 9 22.816;
2 2 10 22.816;
3 1 1 25.704;
3 1 2 25.704;
3 1 3 25.704;
3 1 4 25.704;
3 1 5 25.704;
3 1 6 25.704;
3 1 7 25.704;
3 1 8 25.704;
3 1 9 25.704;
3 1 10 25.704;
3 2 1 14.995;
3 2 2 14.995;
3 2 3 14.995;
3 2 4 14.995;
3 2 5 14.995;
3 2 6 14.995;
3 2 7 14.995;
3 2 8 14.995;
3 2 9 14.995;
3 2 10 14.995;
4 1 1 23.112;
4 1 2 23.112;
4 1 3 23.112;
4 1 4 23.112;
4 1 5 23.112;
4 1 6 23.112;
4 1 7 23.112;
4 1 8 23.112;
4 1 9 23.112;
4 1 10 23.112;
4 2 1 17.663;
4 2 2 17.663;
4 2 3 17.663;
4 2 4 17.663;
4 2 5 17.663;
4 2 6 17.663;
4 2 7 17.663;
4 2 8 17.663;
4 2 9 17.663;
4 2 10 17.663;
5 1 1 20.087;
5 1 2 20.087;
5 1 3 20.087;
5 1 4 20.087;
5 1 5 20.087;
5 1 6 20.087;
5 1 7 20.087;
5 1 8 20.087;
5 1 9 20.087;
5 1 10 20.087;
5 2 1 17.94;
5 2 2 17.94;
5 2 3 17.94;
5 2 4 17.94;
5 2 5 17.94;
5 2 6 17.94;
5 2 7 17.94;
5 2 8 17.94;
5 2 9 17.94;
5 2 10 17.94;
6 1 1 18.576;
6 1 2 18.576;
6 1 3 18.576;
6 1 4 18.576;
6 1 5 18.576;
