###################################################
# Classe 3 : K = 2, M = 2, T = 8, N = 20
# Exemplo: 9.   c3ex09.dat          Semente: 8555
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 8
global N = 20

global L = [540, 460]

global l = [52, 63, 73, 73, 88, 89, 90, 93, 93, 108, 118, 118, 123, 127, 129, 130, 133, 134, 138, 139]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [44.28 37.72; 44.28 37.72]

global c_km = [29.16 38.64; 45.36 34.04]

global p_km = [4.141 5.487; 6.441 4.834]

global c_x = [
1 1 1 16.632;
1 1 2 16.632;
1 1 3 16.632;
1 1 4 16.632;
1 1 5 16.632;
1 1 6 16.632;
1 1 7 16.632;
1 1 8 16.632;
1 2 1 14.536;
1 2 2 14.536;
1 2 3 14.536;
1 2 4 14.536;
1 2 5 14.536;
1 2 6 14.536;
1 2 7 14.536;
1 2 8 14.536;
2 1 1 25.92;
2 1 2 25.92;
2 1 3 25.92;
2 1 4 25.92;
2 1 5 25.92;
2 1 6 25.92;
2 1 7 25.92;
2 1 8 25.92;
2 2 1 22.355;
2 2 2 22.355;
2 2 3 22.355;
2 2 4 22.355;
2 2 5 22.355;
2 2 6 22.355;
2 2 7 22.355;
2 2 8 22.355;
]

global c_z = [
1 1 1 0.499;
1 1 2 0.499;
1 1 3 0.499;
1 1 4 0.499;
1 1 5 0.499;
1 1 6 0.499;
1 1 7 0.499;
1 1 8 0.499;
1 2 1 0.48;
1 2 2 0.48;
1 2 3 0.48;
1 2 4 0.48;
1 2 5 0.48;
1 2 6 0.48;
1 2 7 0.48;
1 2 8 0.48;
2 1 1 0.959;
2 1 2 0.959;
2 1 3 0.959;
2 1 4 0.959;
2 1 5 0.959;
2 1 6 0.959;
2 1 7 0.959;
2 1 8 0.959;
2 2 1 1.118;
2 2 2 1.118;
2 2 3 1.118;
2 2 4 1.118;
2 2 5 1.118;
2 2 6 1.118;
2 2 7 1.118;
2 2 8 1.118;
]

global c_y = [
1 1 1 1.663;
1 1 2 1.663;
1 1 3 1.663;
1 1 4 1.663;
1 1 5 1.663;
1 1 6 1.663;
1 1 7 1.663;
1 1 8 1.663;
1 2 1 1.89;
1 2 2 1.89;
1 2 3 1.89;
1 2 4 1.89;
1 2 5 1.89;
1 2 6 1.89;
1 2 7 1.89;
1 2 8 1.89;
2 1 1 3.37;
2 1 2 3.37;
2 1 3 3.37;
2 1 4 3.37;
2 1 5 3.37;
2 1 6 3.37;
2 1 7 3.37;
2 1 8 3.37;
2 2 1 2.459;
2 2 2 2.459;
2 2 3 2.459;
2 2 4 2.459;
2 2 5 2.459;
2 2 6 2.459;
2 2 7 2.459;
2 2 8 2.459;
]

global c_sc = [
1 1 1 0.249;
1 1 2 0.249;
1 1 3 0.249;
1 1 4 0.249;
1 1 5 0.249;
1 1 6 0.249;
1 1 7 0.249;
1 1 8 0.249;
1 2 1 0.244;
1 2 2 0.244;
1 2 3 0.244;
1 2 4 0.244;
1 2 5 0.244;
1 2 6 0.244;
1 2 7 0.244;
1 2 8 0.244;
2 1 1 0.479;
2 1 2 0.479;
2 1 3 0.479;
2 1 4 0.479;
2 1 5 0.479;
2 1 6 0.479;
2 1 7 0.479;
2 1 8 0.479;
2 2 1 0.312;
2 2 2 0.312;
2 2 3 0.312;
2 2 4 0.312;
2 2 5 0.312;
2 2 6 0.312;
2 2 7 0.312;
2 2 8 0.312;
]

global c_w = [
1 1 1 9.7e-6;
1 1 2 9.7e-6;
1 1 3 9.7e-6;
1 1 4 9.7e-6;
1 1 5 9.7e-6;
1 1 6 9.7e-6;
1 1 7 9.7e-6;
1 1 8 9.7e-6;
1 2 1 8.6e-6;
1 2 2 8.6e-6;
1 2 3 8.6e-6;
1 2 4 8.6e-6;
1 2 5 8.6e-6;
1 2 6 8.6e-6;
