###################################################
# Classe 22 : K = 6, M = 2, T = 10, N = 5
# Exemplo: 7.   c22ex07.dat          Semente: 7384
#-----------------------Dados----------------------
global K = 6
global M = 2
global T = 10
global N = 5

global L = [540, 460]

global l = [90, 93, 102, 104, 106]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0]

global f = [24.84 21.16; 24.84 21.16; 24.84 21.16; 24.84 21.16; 24.84 21.16; 24.84 21.16]

global c_km = [52.92 41.4; 49.68 41.4; 21.6 23.92; 47.52 21.16; 44.28 42.32; 24.84 24.84]

global p_km = [5.345 4.181; 5.018 4.181; 2.182 2.416; 4.8 2.137; 4.472 4.274; 2.509 2.509]

global c_x = [
1 1 1 26.244;
1 1 2 26.244;
1 1 3 26.244;
1 1 4 26.244;
1 1 5 26.244;
1 1 6 26.244;
1 1 7 26.244;
1 1 8 26.244;
1 1 9 26.244;
1 1 10 26.244;
1 2 1 17.94;
1 2 2 17.94;
1 2 3 17.94;
1 2 4 17.94;
1 2 5 17.94;
1 2 6 17.94;
1 2 7 17.94;
1 2 8 17.94;
1 2 9 17.94;
1 2 10 17.94;
2 1 1 23.544;
2 1 2 23.544;
2 1 3 23.544;
2 1 4 23.544;
2 1 5 23.544;
2 1 6 23.544;
2 1 7 23.544;
2 1 8 23.544;
2 1 9 23.544;
2 1 10 23.544;
2 2 1 14.536;
2 2 2 14.536;
2 2 3 14.536;
2 2 4 14.536;
2 2 5 14.536;
2 2 6 14.536;
2 2 7 14.536;
2 2 8 14.536;
2 2 9 14.536;
2 2 10 14.536;
3 1 1 26.892;
3 1 2 26.892;
3 1 3 26.892;
3 1 4 26.892;
3 1 5 26.892;
3 1 6 26.892;
3 1 7 26.892;
3 1 8 26.892;
3 1 9 26.892;
3 1 10 26.892;
3 2 1 18.492;
3 2 2 18.492;
3 2 3 18.492;
3 2 4 18.492;
3 2 5 18.492;
3 2 6 18.492;
3 2 7 18.492;
3 2 8 18.492;
3 2 9 18.492;
3 2 10 18.492;
4 1 1 20.304;
4 1 2 20.304;
4 1 3 20.304;
4 1 4 20.304;
4 1 5 20.304;
4 1 6 20.304;
4 1 7 20.304;
4 1 8 20.304;
4 1 9 20.304;
4 1 10 20.304;
4 2 1 22.907;
4 2 2 22.907;
4 2 3 22.907;
4 2 4 22.907;
4 2 5 22.907;
4 2 6 22.907;
4 2 7 22.907;
4 2 8 22.907;
4 2 9 22.907;
4 2 10 22.907;
5 1 1 23.003;
5 1 2 23.003;
5 1 3 23.003;
5 1 4 23.003;
5 1 5 23.003;
5 1 6 23.003;
5 1 7 23.003;
5 1 8 23.003;
5 1 9 23.003;
5 1 10 23.003;
5 2 1 22.172;
5 2 2 22.172;
5 2 3 22.172;
5 2 4 22.172;
5 2 5 22.172;
5 2 6 22.172;
5 2 7 22.172;
5 2 8 22.172;
5 2 9 22.172;
5 2 10 22.172;
6 1 1 17.172;
6 1 2 17.172;
6 1 3 17.172;
6 1 4 17.172;
6 1 5 17.172;
