###################################################
# Classe 6 : K = 2, M = 2, T = 10, N = 20
# Exemplo: 1.   c6ex01.dat          Semente: 8386
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 10
global N = 20

global L = [540, 460]

global l = [56, 57, 58, 64, 64, 72, 72, 77, 78, 79, 84, 91, 94, 95, 107, 122, 141, 144, 148, 150]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [27.0 23.0; 27.0 23.0]

global c_km = [21.6 21.16; 30.24 30.36]

global p_km = [3.024 2.962; 4.234 4.25]

global c_x = [
1 1 1 20.196;
1 1 2 20.196;
1 1 3 20.196;
1 1 4 20.196;
1 1 5 20.196;
1 1 6 20.196;
1 1 7 20.196;
1 1 8 20.196;
1 1 9 20.196;
1 1 10 20.196;
1 2 1 17.112;
1 2 2 17.112;
1 2 3 17.112;
1 2 4 17.112;
1 2 5 17.112;
1 2 6 17.112;
1 2 7 17.112;
1 2 8 17.112;
1 2 9 17.112;
1 2 10 17.112;
2 1 1 16.848;
2 1 2 16.848;
2 1 3 16.848;
2 1 4 16.848;
2 1 5 16.848;
2 1 6 16.848;
2 1 7 16.848;
2 1 8 16.848;
2 1 9 16.848;
2 1 10 16.848;
2 2 1 18.86;
2 2 2 18.86;
2 2 3 18.86;
2 2 4 18.86;
2 2 5 18.86;
2 2 6 18.86;
2 2 7 18.86;
2 2 8 18.86;
2 2 9 18.86;
2 2 10 18.86;
]

global c_z = [
1 1 1 0.828;
1 1 2 0.828;
1 1 3 0.828;
1 1 4 0.828;
1 1 5 0.828;
1 1 6 0.828;
1 1 7 0.828;
1 1 8 0.828;
1 1 9 0.828;
1 1 10 0.828;
1 2 1 0.753;
1 2 2 0.753;
1 2 3 0.753;
1 2 4 0.753;
1 2 5 0.753;
1 2 6 0.753;
1 2 7 0.753;
1 2 8 0.753;
1 2 9 0.753;
1 2 10 0.753;
2 1 1 0.539;
2 1 2 0.539;
2 1 3 0.539;
2 1 4 0.539;
2 1 5 0.539;
2 1 6 0.539;
2 1 7 0.539;
2 1 8 0.539;
2 1 9 0.539;
2 1 10 0.539;
2 2 1 0.754;
2 2 2 0.754;
2 2 3 0.754;
2 2 4 0.754;
2 2 5 0.754;
2 2 6 0.754;
2 2 7 0.754;
2 2 8 0.754;
2 2 9 0.754;
2 2 10 0.754;
]

global c_y = [
1 1 1 2.827;
1 1 2 2.827;
1 1 3 2.827;
1 1 4 2.827;
1 1 5 2.827;
1 1 6 2.827;
1 1 7 2.827;
1 1 8 2.827;
1 1 9 2.827;
1 1 10 2.827;
1 2 1 2.396;
1 2 2 2.396;
1 2 3 2.396;
1 2 4 2.396;
1 2 5 2.396;
1 2 6 2.396;
1 2 7 2.396;
1 2 8 2.396;
1 2 9 2.396;
1 2 10 2.396;
2 1 1 1.853;
2 1 2 1.853;
2 1 3 1.853;
2 1 4 1.853;
2 1 5 1.853;
2 1 6 1.853;
2 1 7 1.853;
2 1 8 1.853;
2 1 9 1.853;
2 1 10 1.853;
2 2 1 1.886;
2 2 2 1.886;
2 2 3 1.886;
2 2 4 1.886;
2 2 5 1.886;
2 2 6 1.886;
2 2 7 1.886;
2 2 8 1.886;
2 2 9 1.886;
2 2 10 1.886;
]

global c_sc = [
1 1 1 0.198;
1 1 2 0.198;
1 1 3 0.198;
1 1 4 0.198;
1 1 5 0.198;
1 1 6 0.198;
1 1 7 0.198;
1 1 8 0.198;
1 1 9 0.198;
1 1 10 0.198;
1 2 1 0.175;
1 2 2 0.175;
1 2 3 0.175;
1 2 4 0.175;
1 2 5 0.175;
1 2 6 0.175;
1 2 7 0.175;
1 2 8 0.175;
1 2 9 0.175;
1 2 10 0.175;
2 1 1 0.132;
2 1 2 0.132;
2 1 3 0.132;
2 1 4 0.132;
2 1 5 0.132;
2 1 6 0.132;
2 1 7 0.132;
2 1 8 0.132;
2 1 9 0.132;
2 1 10 0.132;
2 2 1 0.19;
2 2 2 0.19;
2 2 3 0.19;
2 2 4 0.19;
2 2 5 0.19;
2 2 6 0.19;
2 2 7 0.19;
2 2 8 0.19;
2 2 9 0.19;
2 2 10 0.19;
]

global c_w = [
1 1 1 8.5e-6;
1 1 2 8.5e-6;
1 1 3 8.5e-6;
1 1 4 8.5e-6;
1 1 5 8.5e-6;
1 1 6 8.5e-6;
1 1 7 8.5e-6;
1 1 8 8.5e-6;
1 1 9 8.5e-6;
1 1 10 8.5e-6;
1 2 1 7.6e-6;
1 2 2 7.6e-6;
1 2 3 7.6e-6;
1 2 4 7.6e-6;
1 2 5 7.6e-6;
1 2 6 7.6e-6;
1 2 7 7.6e-6;
1 2 8 7.6e-6;
1 2 9 7.6e-6;
1 2 10 7.6e-6;
2 1 1 8.3e-6;
2 1 2 8.3e-6;
2 1 3 8.3e-6;
2 1 4 8.3e-6;
2 1 5 8.3e-6;
2 1 6 8.3e-6;
2 1 7 8.3e-6;
2 1 8 8.3e-6;
2 1 9 8.3e-6;
2 1 10 8.3e-6;
2 2 1 1.18e-5;
2 2 2 1.18e-5;
2 2 3 1.18e-5;
2 2 4 1.18e-5;
2 2 5 1.18e-5;
2 2 6 1.18e-5;
2 2 7 1.18e-5;
2 2 8 1.18e-5;
2 2 9 1.18e-5;
2 2 10 1.18e-5;
]

global c_e = [
1 1 1 4.25e-6;
