###################################################
# Classe 4 : K = 2, M = 2, T = 10, N = 5
# Exemplo: 3.   c4ex03.dat          Semente: 6000
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 10
global N = 5

global L = [540, 460]

global l = [64, 89, 110, 122, 145]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [51.84 44.16; 51.84 44.16]

global c_km = [48.6 26.68; 50.76 31.28]

global p_km = [5.881 3.228; 6.142 3.785]

global c_x = [
1 1 1 22.788;
1 1 2 22.788;
1 1 3 22.788;
1 1 4 22.788;
1 1 5 22.788;
1 1 6 22.788;
1 1 7 22.788;
1 1 8 22.788;
1 1 9 22.788;
1 1 10 22.788;
1 2 1 16.928;
1 2 2 16.928;
1 2 3 16.928;
1 2 4 16.928;
1 2 5 16.928;
1 2 6 16.928;
1 2 7 16.928;
1 2 8 16.928;
1 2 9 16.928;
1 2 10 16.928;
2 1 1 19.548;
2 1 2 19.548;
2 1 3 19.548;
2 1 4 19.548;
2 1 5 19.548;
2 1 6 19.548;
2 1 7 19.548;
2 1 8 19.548;
2 1 9 19.548;
2 1 10 19.548;
2 2 1 21.804;
2 2 2 21.804;
2 2 3 21.804;
2 2 4 21.804;
2 2 5 21.804;
2 2 6 21.804;
2 2 7 21.804;
2 2 8 21.804;
2 2 9 21.804;
2 2 10 21.804;
]

global c_z = [
1 1 1 1.117;
1 1 2 1.117;
1 1 3 1.117;
1 1 4 1.117;
1 1 5 1.117;
1 1 6 1.117;
1 1 7 1.117;
1 1 8 1.117;
1 1 9 1.117;
1 1 10 1.117;
1 2 1 0.796;
1 2 2 0.796;
1 2 3 0.796;
1 2 4 0.796;
1 2 5 0.796;
1 2 6 0.796;
1 2 7 0.796;
1 2 8 0.796;
1 2 9 0.796;
1 2 10 0.796;
2 1 1 0.821;
2 1 2 0.821;
2 1 3 0.821;
2 1 4 0.821;
2 1 5 0.821;
2 1 6 0.821;
2 1 7 0.821;
2 1 8 0.821;
2 1 9 0.821;
2 1 10 0.821;
2 2 1 1.09;
2 2 2 1.09;
2 2 3 1.09;
2 2 4 1.09;
2 2 5 1.09;
2 2 6 1.09;
2 2 7 1.09;
2 2 8 1.09;
2 2 9 1.09;
2 2 10 1.09;
]

global c_y = [
1 1 1 2.507;
1 1 2 2.507;
1 1 3 2.507;
