###################################################
# Classe 9 : K = 2, M = 2, T = 12, N = 20
# Exemplo: 7.   c9ex07.dat          Semente: 4837
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 12
global N = 20

global L = [540, 460]

global l = [50, 64, 77, 83, 83, 85, 87, 89, 91, 91, 99, 109, 114, 114, 120, 127, 133, 137, 138, 143]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [23.76 20.24; 23.76 20.24]

global c_km = [38.88 45.08; 28.08 42.32]

global p_km = [3.966 4.598; 2.864 4.317]

global c_x = [
1 1 1 21.708;
1 1 2 21.708;
1 1 3 21.708;
1 1 4 21.708;
1 1 5 21.708;
1 1 6 21.708;
1 1 7 21.708;
1 1 8 21.708;
1 1 9 21.708;
1 1 10 21.708;
1 1 11 21.708;
1 1 12 21.708;
1 2 1 21.988;
1 2 2 21.988;
1 2 3 21.988;
1 2 4 21.988;
1 2 5 21.988;
1 2 6 21.988;
1 2 7 21.988;
1 2 8 21.988;
1 2 9 21.988;
1 2 10 21.988;
1 2 11 21.988;
1 2 12 21.988;
2 1 1 27.0;
2 1 2 27.0;
2 1 3 27.0;
2 1 4 27.0;
2 1 5 27.0;
2 1 6 27.0;
2 1 7 27.0;
2 1 8 27.0;
2 1 9 27.0;
2 1 10 27.0;
2 1 11 27.0;
2 1 12 27.0;
2 2 1 20.884;
2 2 2 20.884;
2 2 3 20.884;
2 2 4 20.884;
2 2 5 20.884;
2 2 6 20.884;
2 2 7 20.884;
2 2 8 20.884;
2 2 9 20.884;
2 2 10 20.884;
2 2 11 20.884;
2 2 12 20.884;
]

global c_z = [
1 1 1 1.02;
1 1 2 1.02;
1 1 3 1.02;
1 1 4 1.02;
1 1 5 1.02;
1 1 6 1.02;
1 1 7 1.02;
1 1 8 1.02;
1 1 9 1.02;
1 1 10 1.02;
1 1 11 1.02;
1 1 12 1.02;
1 2 1 1.099;
1 2 2 1.099;
1 2 3 1.099;
1 2 4 1.099;
1 2 5 1.099;
1 2 6 1.099;
1 2 7 1.099;
1 2 8 1.099;
1 2 9 1.099;
1 2 10 1.099;
1 2 11 1.099;
1 2 12 1.099;
2 1 1 0.972;
2 1 2 0.972;
2 1 3 0.972;
2 1 4 0.972;
2 1 5 0.972;
2 1 6 0.972;
2 1 7 0.972;
2 1 8 0.972;
2 1 9 0.972;
2 1 10 0.972;
2 1 11 0.972;
2 1 12 0.972;
2 2 1 0.731;
2 2 2 0.731;
2 2 3 0.731;
2 2 4 0.731;
2 2 5 0.731;
2 2 6 0.731;
2 2 7 0.731;
2 2 8 0.731;
2 2 9 0.731;
2 2 10 0.731;
2 2 11 0.731;
2 2 12 0.731;
]

global c_y = [
1 1 1 2.171;
1 1 2 2.171;
1 1 3 2.171;
1 1 4 2.171;
1 1 5 2.171;
1 1 6 2.171;
1 1 7 2.171;
1 1 8 2.171;
1 1 9 2.171;
1 1 10 2.171;
1 1 11 2.171;
1 1 12 2.171;
1 2 1 3.078;
1 2 2 3.078;
1 2 3 3.078;
1 2 4 3.078;
1 2 5 3.078;
1 2 6 3.078;
1 2 7 3.078;
1 2 8 3.078;
1 2 9 3.078;
1 2 10 3.078;
1 2 11 3.078;
1 2 12 3.078;
2 1 1 2.7;
2 1 2 2.7;
2 1 3 2.7;
2 1 4 2.7;
2 1 5 2.7;
2 1 6 2.7;
2 1 7 2.7;
2 1 8 2.7;
2 1 9 2.7;
2 1 10 2.7;
2 1 11 2.7;
2 1 12 2.7;
2 2 1 2.088;
2 2 2 2.088;
2 2 3 2.088;
2 2 4 2.088;
2 2 5 2.088;
2 2 6 2.088;
2 2 7 2.088;
2 2 8 2.088;
2 2 9 2.088;
2 2 10 2.088;
2 2 11 2.088;
2 2 12 2.088;
]

global c_sc = [
1 1 1 0.2;
1 1 2 0.2;
1 1 3 0.2;
1 1 4 0.2;
1 1 5 0.2;
1 1 6 0.2;
1 1 7 0.2;
1 1 8 0.2;
1 1 9 0.2;
1 1 10 0.2;
1 1 11 0.2;
1 1 12 0.2;
1 2 1 0.188;
1 2 2 0.188;
1 2 3 0.188;
1 2 4 0.188;
1 2 5 0.188;
1 2 6 0.188;
1 2 7 0.188;
1 2 8 0.188;
1 2 9 0.188;
1 2 10 0.188;
1 2 11 0.188;
1 2 12 0.188;
2 1 1 0.17;
2 1 2 0.17;
2 1 3 0.17;
2 1 4 0.17;
2 1 5 0.17;
2 1 6 0.17;
2 1 7 0.17;
2 1 8 0.17;
2 1 9 0.17;
2 1 10 0.17;
2 1 11 0.17;
2 1 12 0.17;
2 2 1 0.182;
2 2 2 0.182;
2 2 3 0.182;
2 2 4 0.182;
2 2 5 0.182;
2 2 6 0.182;
2 2 7 0.182;
2 2 8 0.182;
2 2 9 0.182;
2 2 10 0.182;
2 2 11 0.182;
2 2 12 0.182;
]

global c_w = [
1 1 1 1.02e-5;
1 1 2 1.02e-5;
1 1 3 1.02e-5;
1 1 4 1.02e-5;
1 1 5 1.02e-5;
1 1 6 1.02e-5;
1 1 7 1.02e-5;
1 1 8 1.02e-5;
1 1 9 1.02e-5;
1 1 10 1.02e-5;
1 1 11 1.02e-5;
1 1 12 1.02e-5;
1 2 1 1.21e-5;
1 2 2 1.21e-5;
1 2 3 1.21e-5;
1 2 4 1.21e-5;
1 2 5 1.21e-5;
1 2 6 1.21e-5;
1 2 7 1.21e-5;
1 2 8 1.21e-5;
1 2 9 1.21e-5;
1 2 10 1.21e-5;
1 2 11 1.21e-5;
1 2 12 1.21e-5;
