###################################################
# Classe 7 : K = 2, M = 2, T = 12, N = 5
# Exemplo: 4.   c7ex04.dat          Semente: 8555
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 12
global N = 5

global L = [540, 460]

global l = [73, 73, 90, 93, 118]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [35.64 30.36; 35.64 30.36]

global c_km = [35.64 18.4; 34.56 29.44]

global p_km = [4.99 2.576; 4.838 4.122]

global c_x = [
1 1 1 24.624;
1 1 2 24.624;
1 1 3 24.624;
1 1 4 24.624;
1 1 5 24.624;
1 1 6 24.624;
1 1 7 24.624;
1 1 8 24.624;
1 1 9 24.624;
1 1 10 24.624;
1 1 11 24.624;
1 1 12 24.624;
1 2 1 21.528;
1 2 2 21.528;
1 2 3 21.528;
1 2 4 21.528;
1 2 5 21.528;
1 2 6 21.528;
1 2 7 21.528;
1 2 8 21.528;
1 2 9 21.528;
1 2 10 21.528;
1 2 11 21.528;
1 2 12 21.528;
2 1 1 24.192;
2 1 2 24.192;
2 1 3 24.192;
2 1 4 24.192;
2 1 5 24.192;
2 1 6 24.192;
2 1 7 24.192;
2 1 8 24.192;
2 1 9 24.192;
2 1 10 24.192;
2 1 11 24.192;
2 1 12 24.192;
2 2 1 14.995;
2 2 2 14.995;
2 2 3 14.995;
2 2 4 14.995;
2 2 5 14.995;
2 2 6 14.995;
2 2 7 14.995;
2 2 8 14.995;
2 2 9 14.995;
2 2 10 14.995;
2 2 11 14.995;
2 2 12 14.995;
]

global c_z = [
1 1 1 1.182;
1 1 2 1.182;
1 1 3 1.182;
1 1 4 1.182;
1 1 5 1.182;
1 1 6 1.182;
1 1 7 1.182;
1 1 8 1.182;
1 1 9 1.182;
1 1 10 1.182;
1 1 11 1.182;
1 1 12 1.182;
1 2 1 1.012;
1 2 2 1.012;
1 2 3 1.012;
1 2 4 1.012;
1 2 5 1.012;
1 2 6 1.012;
1 2 7 1.012;
1 2 8 1.012;
1 2 9 1.012;
1 2 10 1.012;
1 2 11 1.012;
1 2 12 1.012;
2 1 1 1.161;
2 1 2 1.161;
2 1 3 1.161;
2 1 4 1.161;
2 1 5 1.161;
2 1 6 1.161;
2 1 7 1.161;
2 1 8 1.161;
2 1 9 1.161;
2 1 10 1.161;
2 1 11 1.161;
2 1 12 1.161;
2 2 1 0.69;
2 2 2 0.69;
2 2 3 0.69;
2 2 4 0.69;
2 2 5 0.69;
2 2 6 0.69;
2 2 7 0.69;
2 2 8 0.69;
2 2 9 0.69;
2 2 10 0.69;
2 2 11 0.69;
2 2 12 0.69;
]

global c_y = [
1 1 1 3.447;
1 1 2 3.447;
1 1 3 3.447;
1 1 4 3.447;
1 1 5 3.447;
1 1 6 3.447;
1 1 7 3.447;
1 1 8 3.447;
1 1 9 3.447;
1 1 10 3.447;
1 1 11 3.447;
1 1 12 3.447;
1 2 1 2.368;
1 2 2 2.368;
1 2 3 2.368;
1 2 4 2.368;
1 2 5 2.368;
1 2 6 2.368;
1 2 7 2.368;
1 2 8 2.368;
1 2 9 2.368;
1 2 10 2.368;
1 2 11 2.368;
1 2 12 2.368;
2 1 1 3.387;
2 1 2 3.387;
2 1 3 3.387;
2 1 4 3.387;
2 1 5 3.387;
2 1 6 3.387;
2 1 7 3.387;
2 1 8 3.387;
2 1 9 3.387;
2 1 10 3.387;
2 1 11 3.387;
